2,1,19.061486
2,10,17.779154
2,100,16.620245
2,1000,16.656898
2,10000,17.903638
2,100000,24.891619
2,1000000,31.419044
4,1,11.339341
4,10,10.348955
4,100,8.697865
4,1000,8.779062
4,10000,11.257967
4,100000,22.130145
4,1000000,31.339464
8,1,14.350684
8,10,13.689972
8,100,10.218155
8,1000,9.966576
8,10000,13.455732
8,100000,26.093341
8,1000000,34.630374
16,1,17.476128
16,10,15.743008
16,100,12.355777
16,1000,11.998513
16,10000,14.211556
16,100000,26.010694
16,1000000,33.755398
